,Location,CompIndex,CompBenchmark,CompYoYChange,Date,District
4590,Toronto W08,234.7,935700,7.12,2019-10-01,Etobicoke
4591,Toronto W08,234.7,935700,6.88,2019-11-01,Etobicoke
4592,Toronto W08,235.8,940100,9.17,2019-12-01,Etobicoke
4593,Toronto W08,238.1,949300,9.88,2020-01-01,Etobicoke
4594,Toronto W08,242,964800,11.06,2020-02-01,Etobicoke
4595,Toronto W08,249.2,993500,11.65,2020-03-01,Etobicoke
4596,Toronto W08,249.8,995900,9.75,2020-04-01,Etobicoke
4597,Toronto W08,252.4,1006300,9.83,2020-05-01,Etobicoke
4598,Toronto W08,247.9,988400,6.81,2020-06-01,Etobicoke
4599,Toronto W08,252.7,1007500,9.35,2020-07-01,Etobicoke
4600,Toronto W08,253.7,1011500,8.79,2020-08-01,Etobicoke
4601,Toronto W08,255.6,1019100,8.26,2020-09-01,Etobicoke
4602,Toronto W08,255.6,1019100,8.9,2020-10-01,Etobicoke
4603,Toronto W08,252.2,1005500,7.5,2020-11-01,Etobicoke
4604,Toronto W08,251.8,1003900,6.79,2020-12-01,Etobicoke
4605,Toronto W08,252.7,1007500,6.09,2021-01-01,Etobicoke
4606,Toronto W08,261.6,1043000,8.05,2021-02-01,Etobicoke
4607,Toronto W08,270.8,1079700,8.67,2021-03-01,Etobicoke
4608,Toronto W09,170,437500,8.48,2015-07-01,Etobicoke
4609,Toronto W09,169,434700,10.24,2015-08-01,Etobicoke
4610,Toronto W09,169,433400,10.13,2015-09-01,Etobicoke
4611,Toronto W09,167,429300,8.59,2015-10-01,Etobicoke
4612,Toronto W09,170,437800,6.98,2015-11-01,Etobicoke
4613,Toronto W09,172,441700,6.05,2015-12-01,Etobicoke
4614,Toronto W09,173,446000,6.51,2016-01-01,Etobicoke
4615,Toronto W09,177.2,455800,9.38,2016-02-01,Etobicoke
4616,Toronto W09,178,457800,7.88,2016-03-01,Etobicoke
4617,Toronto W09,183.5,472000,9.16,2016-04-01,Etobicoke
4618,Toronto W09,189.2,486600,13.16,2016-05-01,Etobicoke
4619,Toronto W09,194.4,500000,14.62,2016-06-01,Etobicoke
4620,Toronto W09,190.4,489800,11.41,2016-07-01,Etobicoke
4621,Toronto W09,190.8,490700,12.1,2016-08-01,Etobicoke
4622,Toronto W09,193.6,497900,14.42,2016-09-01,Etobicoke
4623,Toronto W09,202.7,521300,21.09,2016-10-01,Etobicoke
4624,Toronto W09,198.5,510500,16.49,2016-11-01,Etobicoke
4625,Toronto W09,198.2,509800,15.37,2016-12-01,Etobicoke
4626,Toronto W09,201.8,508000,15.71,2017-01-01,Etobicoke
4627,Toronto W09,203.1,511300,14.75,2017-02-01,Etobicoke
4628,Toronto W09,215.5,542500,21.68,2017-03-01,Etobicoke
4629,Toronto W09,230.4,580000,25.97,2017-04-01,Etobicoke
4630,Toronto W09,230.3,579700,22.24,2017-05-01,Etobicoke
4631,Toronto W09,230.6,580500,18.99,2017-06-01,Etobicoke
4632,Toronto W09,223.1,561600,17.98,2017-07-01,Etobicoke
4633,Toronto W09,221.8,558300,16.8,2017-08-01,Etobicoke
4634,Toronto W09,222.2,559300,14.6,2017-09-01,Etobicoke
4635,Toronto W09,224.6,565400,10.59,2017-10-01,Etobicoke
4636,Toronto W09,222.6,560300,12.14,2017-11-01,Etobicoke
4637,Toronto W09,222.6,560300,11.92,2017-12-01,Etobicoke
4638,Toronto W09,220.5,555100,9.21,2018-01-01,Etobicoke
4639,Toronto W09,221.9,558600,9.47,2018-02-01,Etobicoke
4640,Toronto W09,225.9,568700,4.83,2018-03-01,Etobicoke
4641,Toronto W09,230.2,579500,-0.09,2018-04-01,Etobicoke
4642,Toronto W09,236.7,595800,2.78,2018-05-01,Etobicoke
4643,Toronto W09,236.4,595100,2.52,2018-06-01,Etobicoke
4644,Toronto W09,239.5,602900,7.35,2018-07-01,Etobicoke
4645,Toronto W09,235.9,593800,6.36,2018-08-01,Etobicoke
4646,Toronto W09,242,609200,8.91,2018-09-01,Etobicoke
4647,Toronto W09,242.4,610200,7.93,2018-10-01,Etobicoke
4648,Toronto W09,241.2,607200,8.36,2018-11-01,Etobicoke
4649,Toronto W09,239.5,602900,7.59,2018-12-01,Etobicoke
4650,Toronto W09,236.8,596100,7.39,2019-01-01,Etobicoke
4651,Toronto W09,235.4,592600,6.08,2019-02-01,Etobicoke
4652,Toronto W09,242.4,610200,7.3,2019-03-01,Etobicoke
4653,Toronto W09,247.8,623800,7.65,2019-04-01,Etobicoke
4654,Toronto W09,249,626800,5.2,2019-05-01,Etobicoke
4655,Toronto W09,251.3,632600,6.3,2019-06-01,Etobicoke
4656,Toronto W09,252.9,636600,5.59,2019-07-01,Etobicoke
4657,Toronto W09,252,634400,6.82,2019-08-01,Etobicoke
4658,Toronto W09,252.4,635400,4.3,2019-09-01,Etobicoke
4659,Toronto W09,253.5,638100,4.58,2019-10-01,Etobicoke
4660,Toronto W09,256.6,645900,6.38,2019-11-01,Etobicoke
4661,Toronto W09,255.5,643200,6.68,2019-12-01,Etobicoke
4662,Toronto W09,259.7,653700,9.67,2020-01-01,Etobicoke
4663,Toronto W09,264.5,665800,12.36,2020-02-01,Etobicoke
4664,Toronto W09,273.4,688200,12.79,2020-03-01,Etobicoke
4665,Toronto W09,274.7,691500,10.86,2020-04-01,Etobicoke
4666,Toronto W09,277.2,697800,11.33,2020-05-01,Etobicoke
4667,Toronto W09,278.4,700800,10.83,2020-06-01,Etobicoke
4668,Toronto W09,286.2,720400,13.17,2020-07-01,Etobicoke
4669,Toronto W09,287.6,724000,14.17,2020-08-01,Etobicoke
4670,Toronto W09,283.1,712600,12.16,2020-09-01,Etobicoke
4671,Toronto W09,283.9,714600,11.99,2020-10-01,Etobicoke
4672,Toronto W09,281.4,708300,9.66,2020-11-01,Etobicoke
4673,Toronto W09,288.8,727000,12.99,2020-12-01,Etobicoke
4674,Toronto W09,287.7,724200,10.78,2021-01-01,Etobicoke
4675,Toronto W09,296.7,746900,12.17,2021-02-01,Etobicoke
4676,Toronto W09,303.5,764000,11.09,2021-03-01,Etobicoke
4677,Toronto W10,161,373700,8.2,2015-07-01,Etobicoke
4678,Toronto W10,164,380600,8.61,2015-08-01,Etobicoke
4679,Toronto W10,164,381100,9.54,2015-09-01,Etobicoke
4680,Toronto W10,164,381100,8.67,2015-10-01,Etobicoke
4681,Toronto W10,165,383400,9.26,2015-11-01,Etobicoke
4682,Toronto W10,166,385800,9.27,2015-12-01,Etobicoke
4683,Toronto W10,172,399000,12.06,2016-01-01,Etobicoke
4684,Toronto W10,171.5,398100,9.51,2016-02-01,Etobicoke
4685,Toronto W10,175.9,408300,11.05,2016-03-01,Etobicoke
4686,Toronto W10,178,413100,11.18,2016-04-01,Etobicoke
4687,Toronto W10,180.9,419900,12.64,2016-05-01,Etobicoke
4688,Toronto W10,185.2,429800,14.96,2016-06-01,Etobicoke
4689,Toronto W10,189.1,438900,17.53,2016-07-01,Etobicoke
4690,Toronto W10,192.2,446100,17.2,2016-08-01,Etobicoke
4691,Toronto W10,194,450300,18.15,2016-09-01,Etobicoke
4692,Toronto W10,199.9,464000,21.74,2016-10-01,Etobicoke
4693,Toronto W10,202.2,469300,22.4,2016-11-01,Etobicoke
4694,Toronto W10,202.3,469500,21.79,2016-12-01,Etobicoke
4695,Toronto W10,202.7,466500,20.08,2017-01-01,Etobicoke
4696,Toronto W10,208.1,478900,21.91,2017-02-01,Etobicoke
4697,Toronto W10,216.4,498000,22.54,2017-03-01,Etobicoke
4698,Toronto W10,229.5,528200,28.64,2017-04-01,Etobicoke
4699,Toronto W10,240.1,552600,32.21,2017-05-01,Etobicoke
4700,Toronto W10,242,557400,31.17,2017-06-01,Etobicoke
4701,Toronto W10,242.5,558600,30.73,2017-07-01,Etobicoke
4702,Toronto W10,231.5,533200,22.75,2017-08-01,Etobicoke
4703,Toronto W10,227.8,524700,18.65,2017-09-01,Etobicoke
4704,Toronto W10,224.2,516400,14.21,2017-10-01,Etobicoke
4705,Toronto W10,225.5,519400,13.09,2017-11-01,Etobicoke
4706,Toronto W10,227.2,523300,13.71,2017-12-01,Etobicoke
4707,Toronto W10,230.1,530000,13.52,2018-01-01,Etobicoke
4708,Toronto W10,233.4,537600,12.27,2018-02-01,Etobicoke
4709,Toronto W10,238.3,548900,10.12,2018-03-01,Etobicoke
4710,Toronto W10,238.9,550300,4.19,2018-04-01,Etobicoke
4711,Toronto W10,241,555100,0.37,2018-05-01,Etobicoke
4712,Toronto W10,239.7,552100,-0.95,2018-06-01,Etobicoke
4713,Toronto W10,241.7,556700,-0.33,2018-07-01,Etobicoke
4714,Toronto W10,240.9,554900,4.06,2018-08-01,Etobicoke
4715,Toronto W10,238.2,548700,4.57,2018-09-01,Etobicoke
4716,Toronto W10,244.5,563200,9.05,2018-10-01,Etobicoke
4717,Toronto W10,247.6,570300,9.8,2018-11-01,Etobicoke
4718,Toronto W10,244.4,562900,7.57,2018-12-01,Etobicoke
4719,Toronto W10,240.1,553000,4.35,2019-01-01,Etobicoke
4720,Toronto W10,242.7,559000,3.98,2019-02-01,Etobicoke
4721,Toronto W10,248.9,573300,4.45,2019-03-01,Etobicoke
4722,Toronto W10,254.7,586700,6.61,2019-04-01,Etobicoke
4723,Toronto W10,258.8,596100,7.39,2019-05-01,Etobicoke
4724,Toronto W10,262.6,604900,9.55,2019-06-01,Etobicoke
4725,Toronto W10,263.4,606700,8.98,2019-07-01,Etobicoke
4726,Toronto W10,266.1,612900,10.46,2019-08-01,Etobicoke
4727,Toronto W10,268.3,618000,12.64,2019-09-01,Etobicoke
4728,Toronto W10,270.2,622400,10.51,2019-10-01,Etobicoke
4729,Toronto W10,270.1,622100,9.09,2019-11-01,Etobicoke
4730,Toronto W10,269.7,621200,10.35,2019-12-01,Etobicoke
4731,Toronto W10,275.1,633700,14.58,2020-01-01,Etobicoke
4732,Toronto W10,285.8,658300,17.76,2020-02-01,Etobicoke
4733,Toronto W10,294,677200,18.12,2020-03-01,Etobicoke
4734,Toronto W10,296.8,683600,16.58,2020-04-01,Etobicoke
4735,Toronto W10,301.3,684300,14.26,2020-05-01,Etobicoke
4736,Toronto W10,294.1,667900,9.9,2020-06-01,Etobicoke
4737,Toronto W10,304.1,690600,13.17,2020-07-01,Etobicoke
4738,Toronto W10,308.4,700400,13.63,2020-08-01,Etobicoke
4739,Toronto W10,310.4,704900,13.41,2020-09-01,Etobicoke
4740,Toronto W10,312.8,710400,13.79,2020-10-01,Etobicoke
4741,Toronto W10,312.8,710400,13.33,2020-11-01,Etobicoke
4742,Toronto W10,311.3,707000,13.45,2020-12-01,Etobicoke
4743,Toronto W10,312.8,710400,12.36,2021-01-01,Etobicoke
4744,Toronto W10,327.4,743500,12.62,2021-02-01,Etobicoke
4745,Toronto W10,340,772100,13.79,2021-03-01,Etobicoke
